Sensor type	Sensor SN	Board SN	Averaging	Ch. A Mode	Ch. A Gain	Ch. B Mode	Ch. B Gain			
11/10/2024 10:57:52 AM	-6.100	-0.001	-0.005000	-0.178000	0	0	0	0.0	-0.0	24
11/10/2024 10:57:53 AM	-2.600	-0.000	-0.002000	-0.175000	0	0	0	0.0	-0.1	24
11/10/2024 10:57:54 AM	-0.700	-0.000	0.000000	-0.173000	0	0	0	0.0	-0.1	24
11/10/2024 10:57:55 AM	-3.600	-0.000	-0.003000	-0.175000	0	0	0	0.0	-0.0	24
11/10/2024 10:57:56 AM	-2.400	-0.000	-0.002000	-0.174000	0	0	0	0.0	-0.0	24
11/10/2024 10:57:57 AM	-1.700	-0.000	-0.001000	-0.174000	0	0	0	0.0	-0.1	24
11/10/2024 10:57:58 AM	1.500	0.000	0.001000	-0.170000	0	0	0	0.0	-0.1	24
11/10/2024 10:57:59 AM	1.200	0.000	0.001000	-0.171000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:00 AM	0.000	0.000	0.000000	-0.172000	0	0	0	0.0	-0.0	24
11/10/2024 10:58:01 AM	2.100	0.000	0.002000	-0.170000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:02 AM	-2.500	-0.000	-0.002000	-0.174000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:03 AM	-5.000	-0.001	-0.004000	-0.177000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:04 AM	-5.800	-0.001	-0.005000	-0.178000	0	0	0	0.0	-0.0	24
11/10/2024 10:58:05 AM	-7.200	-0.001	-0.006000	-0.179000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:06 AM	-5.700	-0.001	-0.005000	-0.177000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:07 AM	-6.200	-0.001	-0.006000	-0.178000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:08 AM	-8.500	-0.001	-0.008000	-0.180000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:09 AM	-7.000	-0.001	-0.006000	-0.179000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:10 AM	-1.400	-0.000	-0.001000	-0.173000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:11 AM	2.900	0.000	0.002000	-0.169000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:12 AM	4.800	0.000	0.004000	-0.167000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:13 AM	3.800	0.000	0.003000	-0.168000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:14 AM	5.700	0.001	0.005000	-0.166000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:15 AM	3.900	0.000	0.003000	-0.168000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:16 AM	1.300	0.000	0.001000	-0.171000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:17 AM	1.900	0.000	0.001000	-0.170000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:18 AM	3.300	0.000	0.003000	-0.169000	0	0	0	0.0	-0.0	24
11/10/2024 10:58:19 AM	1.600	0.000	0.001000	-0.170000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:20 AM	4.100	0.000	0.003000	-0.168000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:21 AM	2.000	0.000	0.001000	-0.170000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:22 AM	5.100	0.001	0.005000	-0.167000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:23 AM	7.600	0.001	0.007000	-0.164000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:24 AM	9.700	0.001	0.009000	-0.162000	0	0	0	0.0	-0.0	24
11/10/2024 10:58:25 AM	8.500	0.001	0.008000	-0.164000	0	0	0	0.0	-0.0	24
11/10/2024 10:58:26 AM	9.800	0.001	0.009000	-0.162000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:27 AM	8.900	0.001	0.008000	-0.163000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:28 AM	7.800	0.001	0.007000	-0.164000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:29 AM	6.100	0.001	0.005000	-0.166000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:30 AM	0.000	0.000	0.000000	-0.166000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:31 AM	0.000	0.000	0.000000	-0.166000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:32 AM	0.000	0.000	0.000000	-0.166000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:33 AM	0.000	0.000	0.000000	-0.166000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:34 AM	0.000	0.000	0.000000	-0.166000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:35 AM	0.000	0.000	0.000000	-0.166000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:36 AM	0.000	0.000	0.000000	-0.166000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:37 AM	-2.200	-0.000	-0.002000	-0.168000	0	0	0	0.0	-0.0	24
11/10/2024 10:58:38 AM	-4.000	-0.000	-0.003000	-0.170000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:39 AM	-5.500	-0.001	-0.005000	-0.171000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:40 AM	-1.500	-0.000	-0.001000	-0.167000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:41 AM	-0.300	-0.000	0.000000	-0.166000	0	0	0	0.0	-0.0	24
11/10/2024 10:58:42 AM	-3.400	-0.000	-0.003000	-0.169000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:43 AM	-3.600	-0.000	-0.003000	-0.170000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:44 AM	-3.100	-0.000	-0.003000	-0.169000	0	0	0	0.0	-0.0	24
11/10/2024 10:58:45 AM	-4.200	-0.000	-0.004000	-0.170000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:46 AM	-3.100	-0.000	-0.003000	-0.169000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:47 AM	0.300	0.000	0.000000	-0.166000	0	0	0	0.0	-0.0	24
11/10/2024 10:58:48 AM	-0.700	-0.000	0.000000	-0.167000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:49 AM	-1.500	-0.000	-0.001000	-0.168000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:50 AM	-1.800	-0.000	-0.001000	-0.168000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:51 AM	-1.300	-0.000	-0.001000	-0.167000	0	0	0	0.0	-0.0	24
11/10/2024 10:58:52 AM	-1.000	-0.000	-0.001000	-0.167000	0	0	0	0.0	-0.0	24
11/10/2024 10:58:53 AM	-7.000	-0.001	-0.006000	-0.173000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:54 AM	-8.200	-0.001	-0.007000	-0.174000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:55 AM	-15.100	-0.002	-0.014000	-0.181000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:56 AM	-19.000	-0.002	-0.018000	-0.184000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:57 AM	-18.800	-0.002	-0.018000	-0.184000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:58 AM	-16.800	-0.002	-0.016000	-0.182000	0	0	0	0.0	-0.1	24
11/10/2024 10:58:59 AM	-16.300	-0.002	-0.015000	-0.182000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:00 AM	-14.600	-0.001	-0.014000	-0.180000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:01 AM	-14.500	-0.001	-0.014000	-0.180000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:02 AM	-12.300	-0.001	-0.012000	-0.178000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:03 AM	-16.400	-0.002	-0.015000	-0.182000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:04 AM	-16.700	-0.002	-0.016000	-0.182000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:05 AM	-16.000	-0.002	-0.015000	-0.182000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:06 AM	-12.200	-0.001	-0.011000	-0.178000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:07 AM	-13.400	-0.001	-0.013000	-0.179000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:08 AM	-11.400	-0.001	-0.011000	-0.177000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:09 AM	-13.800	-0.001	-0.013000	-0.179000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:10 AM	-13.800	-0.001	-0.013000	-0.179000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:11 AM	-15.200	-0.002	-0.014000	-0.181000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:12 AM	-12.800	-0.001	-0.012000	-0.178000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:13 AM	-7.800	-0.001	-0.007000	-0.174000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:14 AM	-5.700	-0.001	-0.005000	-0.172000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:15 AM	2.200	0.000	0.002000	-0.164000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:16 AM	9.800	0.001	0.009000	-0.156000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:17 AM	12.800	0.001	0.012000	-0.154000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:18 AM	15.900	0.002	0.015000	-0.151000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:19 AM	17.000	0.002	0.016000	-0.150000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:20 AM	12.900	0.001	0.012000	-0.153000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:21 AM	12.300	0.001	0.011000	-0.154000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:22 AM	12.400	0.001	0.012000	-0.154000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:23 AM	14.200	0.001	0.013000	-0.152000	0	0	0	0.0	-0.0	24
11/10/2024 10:59:24 AM	12.300	0.001	0.011000	-0.154000	0	0	0	0.0	-0.0	24
11/10/2024 10:59:25 AM	10.500	0.001	0.010000	-0.156000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:26 AM	4.200	0.000	0.004000	-0.162000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:27 AM	1.700	0.000	0.001000	-0.164000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:28 AM	-1.900	-0.000	-0.001000	-0.168000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:29 AM	0.200	0.000	0.000000	-0.166000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:30 AM	1.900	0.000	0.001000	-0.164000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:31 AM	1.900	0.000	0.001000	-0.164000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:32 AM	1.300	0.000	0.001000	-0.165000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:33 AM	2.000	0.000	0.002000	-0.164000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:34 AM	2.500	0.000	0.002000	-0.163000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:35 AM	1.800	0.000	0.001000	-0.164000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:36 AM	-1.100	-0.000	-0.001000	-0.167000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:37 AM	-7.600	-0.001	-0.007000	-0.173000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:38 AM	-14.400	-0.001	-0.014000	-0.180000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:39 AM	-13.900	-0.001	-0.013000	-0.179000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:40 AM	-9.500	-0.001	-0.009000	-0.175000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:41 AM	-8.200	-0.001	-0.007000	-0.174000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:42 AM	-7.100	-0.001	-0.006000	-0.173000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:43 AM	-3.700	-0.000	-0.003000	-0.170000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:44 AM	0.900	0.000	0.000000	-0.165000	0	0	0	0.0	-0.0	24
11/10/2024 10:59:45 AM	1.800	0.000	0.001000	-0.164000	0	0	0	0.0	-0.0	24
11/10/2024 10:59:46 AM	5.300	0.001	0.005000	-0.161000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:47 AM	8.800	0.001	0.008000	-0.157000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:48 AM	13.000	0.001	0.012000	-0.153000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:49 AM	11.500	0.001	0.011000	-0.155000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:50 AM	13.100	0.001	0.012000	-0.153000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:51 AM	13.100	0.001	0.012000	-0.153000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:52 AM	12.700	0.001	0.012000	-0.154000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:53 AM	13.400	0.001	0.012000	-0.153000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:54 AM	9.400	0.001	0.009000	-0.157000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:55 AM	7.000	0.001	0.006000	-0.159000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:56 AM	3.900	0.000	0.003000	-0.162000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:57 AM	3.400	0.000	0.003000	-0.163000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:58 AM	2.800	0.000	0.002000	-0.163000	0	0	0	0.0	-0.1	24
11/10/2024 10:59:59 AM	2.800	0.000	0.002000	-0.163000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:00 AM	0.100	0.000	0.000000	-0.166000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:01 AM	-3.600	-0.000	-0.003000	-0.170000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:02 AM	-4.700	-0.000	-0.004000	-0.171000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:03 AM	-4.000	-0.000	-0.003000	-0.170000	0	0	0	0.0	-0.0	24
11/10/2024 11:00:04 AM	-7.900	-0.001	-0.007000	-0.174000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:05 AM	-4.800	-0.000	-0.004000	-0.171000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:06 AM	-6.100	-0.001	-0.005000	-0.172000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:07 AM	-9.000	-0.001	-0.008000	-0.175000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:08 AM	-10.100	-0.001	-0.009000	-0.176000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:09 AM	-9.300	-0.001	-0.009000	-0.175000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:10 AM	-12.100	-0.001	-0.011000	-0.178000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:11 AM	-13.100	-0.001	-0.012000	-0.179000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:12 AM	-14.800	-0.001	-0.014000	-0.180000	0	0	0	0.0	-0.0	24
11/10/2024 11:00:13 AM	-15.000	-0.002	-0.014000	-0.181000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:14 AM	-12.700	-0.001	-0.012000	-0.178000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:15 AM	-9.700	-0.001	-0.009000	-0.175000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:16 AM	-7.700	-0.001	-0.007000	-0.173000	0	0	0	0.0	-0.0	24
11/10/2024 11:00:17 AM	-5.500	-0.001	-0.005000	-0.171000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:18 AM	-3.500	-0.000	-0.003000	-0.169000	0	0	0	0.0	-0.0	24
11/10/2024 11:00:19 AM	-2.300	-0.000	-0.002000	-0.168000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:20 AM	-1.500	-0.000	-0.001000	-0.168000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:21 AM	3.500	0.000	0.003000	-0.163000	0	0	0	0.0	-0.0	24
11/10/2024 11:00:22 AM	6.700	0.001	0.006000	-0.159000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:23 AM	3.700	0.000	0.003000	-0.162000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:24 AM	-0.200	-0.000	0.000000	-0.166000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:25 AM	-2.800	-0.000	-0.002000	-0.169000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:26 AM	-0.700	-0.000	0.000000	-0.167000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:27 AM	-0.600	-0.000	0.000000	-0.167000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:28 AM	-3.900	-0.000	-0.003000	-0.170000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:29 AM	-7.400	-0.001	-0.007000	-0.173000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:30 AM	-6.800	-0.001	-0.006000	-0.173000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:31 AM	-8.000	-0.001	-0.007000	-0.174000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:32 AM	-5.900	-0.001	-0.005000	-0.172000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:33 AM	-7.100	-0.001	-0.006000	-0.173000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:34 AM	-7.100	-0.001	-0.006000	-0.173000	0	0	0	0.0	-0.0	24
11/10/2024 11:00:35 AM	-6.800	-0.001	-0.006000	-0.173000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:36 AM	-8.000	-0.001	-0.007000	-0.174000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:37 AM	-8.200	-0.001	-0.007000	-0.174000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:38 AM	-6.900	-0.001	-0.006000	-0.173000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:39 AM	-9.200	-0.001	-0.008000	-0.175000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:40 AM	-11.400	-0.001	-0.011000	-0.177000	0	0	0	0.0	-0.0	24
11/10/2024 11:00:41 AM	-15.400	-0.002	-0.014000	-0.181000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:42 AM	-20.500	-0.002	-0.019000	-0.186000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:43 AM	-20.700	-0.002	-0.020000	-0.186000	0	0	0	0.0	-0.0	24
11/10/2024 11:00:44 AM	-13.900	-0.001	-0.013000	-0.180000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:45 AM	-11.100	-0.001	-0.010000	-0.177000	0	0	0	0.0	-0.0	24
11/10/2024 11:00:46 AM	-10.200	-0.001	-0.009000	-0.176000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:47 AM	-8.000	-0.001	-0.007000	-0.174000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:48 AM	-4.500	-0.000	-0.004000	-0.170000	0	0	0	0.0	-0.0	24
11/10/2024 11:00:49 AM	-4.500	-0.000	-0.004000	-0.170000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:50 AM	-8.900	-0.001	-0.008000	-0.175000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:51 AM	-9.700	-0.001	-0.009000	-0.175000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:52 AM	-8.900	-0.001	-0.008000	-0.175000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:53 AM	-5.300	-0.001	-0.005000	-0.171000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:54 AM	-3.000	-0.000	-0.003000	-0.169000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:55 AM	-3.500	-0.000	-0.003000	-0.169000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:56 AM	-2.500	-0.000	-0.002000	-0.169000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:57 AM	2.800	0.000	0.002000	-0.163000	0	0	0	0.0	-0.1	24
11/10/2024 11:00:58 AM	2.900	0.000	0.002000	-0.163000	0	0	0	0.0	-0.0	24
11/10/2024 11:00:59 AM	5.100	0.001	0.004000	-0.161000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:00 AM	5.900	0.001	0.005000	-0.160000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:01 AM	7.500	0.001	0.007000	-0.159000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:02 AM	8.700	0.001	0.008000	-0.157000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:03 AM	7.900	0.001	0.007000	-0.158000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:04 AM	5.200	0.001	0.005000	-0.161000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:05 AM	3.200	0.000	0.003000	-0.163000	0	0	0	0.0	-0.0	24
11/10/2024 11:01:06 AM	1.900	0.000	0.001000	-0.164000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:07 AM	1.100	0.000	0.001000	-0.165000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:08 AM	3.100	0.000	0.003000	-0.163000	0	0	0	0.0	-0.0	24
11/10/2024 11:01:09 AM	6.500	0.001	0.006000	-0.160000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:10 AM	11.000	0.001	0.010000	-0.155000	0	0	0	0.0	-0.0	24
11/10/2024 11:01:11 AM	14.400	0.001	0.013000	-0.152000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:12 AM	14.200	0.001	0.013000	-0.152000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:13 AM	14.700	0.001	0.014000	-0.152000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:14 AM	12.200	0.001	0.011000	-0.154000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:15 AM	12.400	0.001	0.012000	-0.154000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:16 AM	12.700	0.001	0.012000	-0.154000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:17 AM	10.400	0.001	0.010000	-0.156000	0	0	0	0.0	-0.0	24
11/10/2024 11:01:18 AM	8.100	0.001	0.007000	-0.158000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:19 AM	2.800	0.000	0.002000	-0.163000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:20 AM	0.400	0.000	0.000000	-0.166000	0	0	0	0.0	-0.0	24
11/10/2024 11:01:21 AM	1.100	0.000	0.001000	-0.165000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:22 AM	6.600	0.001	0.006000	-0.160000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:23 AM	10.100	0.001	0.009000	-0.156000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:24 AM	11.900	0.001	0.011000	-0.154000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:25 AM	10.400	0.001	0.010000	-0.156000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:26 AM	10.600	0.001	0.010000	-0.156000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:27 AM	12.000	0.001	0.011000	-0.154000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:28 AM	12.700	0.001	0.012000	-0.154000	0	0	0	0.0	-0.0	24
11/10/2024 11:01:29 AM	14.100	0.001	0.013000	-0.152000	0	0	0	0.0	-0.0	24
11/10/2024 11:01:30 AM	12.900	0.001	0.012000	-0.153000	0	0	0	0.0	-0.0	24
11/10/2024 11:01:31 AM	6.700	0.001	0.006000	-0.159000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:32 AM	2.800	0.000	0.002000	-0.163000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:33 AM	0.500	0.000	0.000000	-0.165000	0	0	0	0.0	-0.0	24
11/10/2024 11:01:34 AM	3.700	0.000	0.003000	-0.162000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:35 AM	3.300	0.000	0.003000	-0.163000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:36 AM	1.400	0.000	0.001000	-0.165000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:37 AM	-0.700	-0.000	0.000000	-0.167000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:38 AM	0.100	0.000	0.000000	-0.166000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:39 AM	3.200	0.000	0.003000	-0.163000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:40 AM	7.800	0.001	0.007000	-0.158000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:41 AM	6.900	0.001	0.006000	-0.159000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:42 AM	1.600	0.000	0.001000	-0.164000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:43 AM	-0.900	-0.000	0.000000	-0.167000	0	0	0	0.0	-0.0	24
11/10/2024 11:01:44 AM	-1.500	-0.000	-0.001000	-0.167000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:45 AM	0.500	0.000	0.000000	-0.165000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:46 AM	1.200	0.000	0.001000	-0.165000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:47 AM	0.400	0.000	0.000000	-0.166000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:48 AM	-2.000	-0.000	-0.001000	-0.168000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:49 AM	-5.000	-0.001	-0.004000	-0.171000	0	0	0	0.0	-0.0	24
11/10/2024 11:01:50 AM	-4.700	-0.000	-0.004000	-0.171000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:51 AM	-0.600	-0.000	0.000000	-0.167000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:52 AM	2.600	0.000	0.002000	-0.163000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:53 AM	2.900	0.000	0.002000	-0.163000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:54 AM	-2.100	-0.000	-0.002000	-0.168000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:55 AM	-4.600	-0.000	-0.004000	-0.171000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:56 AM	-3.600	-0.000	-0.003000	-0.170000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:57 AM	-4.200	-0.000	-0.004000	-0.170000	0	0	0	0.0	-0.1	24
11/10/2024 11:01:58 AM	-4.400	-0.000	-0.004000	-0.170000	0	0	0	0.0	-0.0	24
11/10/2024 11:01:59 AM	-4.200	-0.000	-0.004000	-0.170000	0	0	0	0.0	-0.1	24
11/10/2024 11:02:00 AM	-3.200	-0.000	-0.003000	-0.169000	0	0	0	0.0	-0.1	24
11/10/2024 11:02:01 AM	-2.200	-0.000	-0.002000	-0.168000	0	0	0	0.0	-0.1	24
11/10/2024 11:02:02 AM	1.400	0.000	0.001000	-0.165000	0	0	0	0.0	-0.1	24
11/10/2024 11:02:03 AM	1.500	0.000	0.001000	-0.165000	0	0	0	0.0	-0.0	24
11/10/2024 11:02:04 AM	2.200	0.000	0.002000	-0.164000	0	0	0	0.0	-0.1	24
11/10/2024 11:02:05 AM	0.000	0.000	0.000000	-0.166000	0	0	0	0.0	-0.1	24
11/10/2024 11:02:06 AM	-3.400	-0.000	-0.003000	-0.169000	0	0	0	0.0	-0.1	24
11/10/2024 11:02:07 AM	-4.800	-0.000	-0.004000	-0.171000	0	0	0	0.0	-0.1	24
11/10/2024 11:02:08 AM	-4.200	-0.000	-0.004000	-0.170000	0	0	0	0.0	-0.0	24
11/10/2024 11:02:09 AM	0.000	0.000	0.000000	-0.170000	0	0	0	0.0	-0.1	24
11/10/2024 11:02:10 AM	0.000	0.000	0.000000	-0.170000	0	0	0	0.0	-0.1	24
11/10/2024 11:02:11 AM	0.000	0.000	0.000000	-0.170000	0	0	0	0.0	-0.1	24
